00:30	广东5区-3	150000
00:48	广东5区-4	153486787
01:55	广东5区-2	2101159
02:31	广东5区-4	153691787
02:57	广东5区-5	2560189
03:35	广东5区-5	4827119
12:00	陕西2区-2	2000000
12:01	陕西2区-2	2000000
16:23	陕西2区-3	150688658
16:25	陕西2区-3	50688658
16:34	陕西2区-1	2051445
16:35	陕西2区-1	4510100
16:44	陕西2区-2	2000000
17:05	陕西2区-3	50688658
17:07	陕西2区-3	45719903
17:12	陕西2区-1	2019720
17:14	陕西2区-1	4510100
17:19	陕西2区-2	4510100
17:20	陕西2区-2	4509800
17:25	陕西2区-3	2064249
17:27	陕西2区-3	4509800
17:37	陕西2区-5	2010000
17:39	陕西2区-5	2009700
17:44	陕西2区-6	2045868
17:46	陕西2区-6	2045868
17:53	陕西2区-7	4510100
17:55	陕西2区-7	4509800
18:00	陕西2区-8	2028253
18:02	陕西2区-8	2028853
18:08	四川5区-1	113571736
18:10	四川5区-1	16448760
18:15	四川5区-1	2200000
18:17	四川5区-1	4509800
18:23	四川5区-2	2000000
18:24	四川5区-2	4510100
18:31	四川5区-3	2010475
18:32	四川5区-3	4510100
18:45	四川5区-5	2000000
18:46	四川5区-5	2000000
18:51	四川5区-6	2000000
18:53	四川5区-6	2000000
19:00	四川5区-7	2384413
19:02	四川5区-7	2384113
19:13	广东5区-1	55030925
19:15	广东5区-1	53562371
19:21	广东5区-1	2525582
19:23	广东5区-1	4510100
19:28	广东5区-2	2001159
19:29	广东5区-2	4509800
19:33	广东5区-3	2000000
19:35	广东5区-3	4509800
19:45	广东5区-5	3912689
19:47	广东5区-5	3912389
19:51	广东5区-6	2001762
19:53	广东5区-6	2001762
20:00	陕西2区-1	140785172
20:02	陕西2区-1	40785472
20:09	陕西2区-1	4509800
20:11	陕西2区-1	4509800
20:18	陕西2区-2	4509500
20:21	陕西2区-2	4509500
21:04	陕西2区-5	2009700
21:06	陕西2区-5	2009400
21:49	陕西2区-8	2028853
21:51	陕西2区-8	2028853
21:57	四川5区-1	109593600
21:59	四川5区-1	9593900
22:04	四川5区-1	4759584
22:06	四川5区-1	4759584
22:12	四川5区-2	4509800
22:13	四川5区-2	4509800
22:19	四川5区-3	4522932
22:20	四川5区-3	4522932
22:31	四川5区-5	2000000
22:32	四川5区-5	2000000
22:37	四川5区-6	2000000
22:40	四川5区-6	2000000
22:46	四川5区-7	2384113
22:47	四川5区-7	2383813
22:58	广东5区-1	146570312
23:01	广东5区-1	46570612
23:09	广东5区-1	4509800
23:10	广东5区-1	4509800
23:17	广东5区-2	4509500
23:19	广东5区-2	4509500
23:24	广东5区-3	4509500
23:26	广东5区-3	4509500
23:39	广东5区-5	3912389
23:41	广东5区-5	3912089
23:46	广东5区-6	2001762
23:49	广东5区-6	2001762
